timestamp,model_label,threshold,max_depth,learning_rate,scale_pos_weight,subsample,custom_score
2025-10-22T19:34:32.728123+00:00,model_15,0.35,6,0.1,5.0,0.8,0.6900235498289076
2025-10-28T12:46:20.773600+00:00,model_16,0.35,6,0.1,5.0,1.0,0.6905910619267402
2025-11-06T22:43:21.034665+00:00,model_15,0.35,6,0.1,5.0,0.8,0.6918516997974135
2025-11-06T23:19:20.071361+00:00,model_15,0.35,6,0.1,5.0,0.8,0.6918516997974135
2025-11-06T23:27:50.273807+00:00,model_15,0.35,6,0.1,5.0,0.8,0.6915287594801437
2025-11-06T23:53:20.050144+00:00,model_15,0.35,6,0.1,5.0,0.8,0.6915287594801437
