model_label,threshold,max_depth,learning_rate,scale_pos_weight,subsample,accuracy,roc_auc,precision_1,recall_1,f1_1,support_1,precision_0,recall_0,f1_0,support_0,fp_rate,fn_rate,percent_predicted_not_delayed,true_positives,false_positives,true_negatives,false_negatives
model_13,0.15,6,0.1,3,0.8,0.272385618607891,0.7134082481786668,0.15284621968753914,0.9597240391130226,0.263696014422193,76919.33333333333,0.9629476957200915,0.16441455789666057,0.2808713253632305,489664.6666666667,0.8355854421033394,0.040275960886977456,14.75615266227073,73821.33333333333,409156.6666666667,80508.0,3098.0
model_13,0.2,6,0.1,3,0.8,0.38820486753361666,0.7134082481786668,0.1696139805992524,0.9000728016614001,0.28543840283407285,76919.33333333333,0.9514792718720254,0.3077977169456207,0.4651265928493274,489664.6666666667,0.6922022830543794,0.09992719833859982,27.957725597616598,69233.0,338947.0,150717.66666666666,7686.333333333333
model_13,0.25,6,0.1,3,0.8,0.5061679586198456,0.7134082481786668,0.1909880171999584,0.8150789957719726,0.30946301481365696,76919.33333333333,0.9403146740924572,0.4576424415039937,0.6156519105623262,489664.6666666667,0.5423575584960063,0.18492100422802735,42.06178313071554,62695.333333333336,265573.3333333333,224091.33333333334,14224.0
model_13,0.3,6,0.1,3,0.8,0.611210929594435,0.7134082481786668,0.2164986827490645,0.7116546348433327,0.33199733559809014,76919.33333333333,0.9293072020559795,0.5954326572267236,0.725815116518222,489664.6666666667,0.40456734277327633,0.28834536515666737,55.37425459714123,54740.0,198102.33333333334,291562.3333333333,22179.333333333332
model_13,0.35,6,0.1,3,0.8,0.6950202147136758,0.7134082481786668,0.24481330725270026,0.5978991037504361,0.34738661723219016,76919.33333333333,0.9183335954382552,0.710276557207476,0.8010150593973027,489664.6666666667,0.2897234427925241,0.40210089624956397,66.84386898794646,45990.0,141867.33333333334,347797.3333333333,30929.333333333332
model_13,0.4,6,0.1,3,0.8,0.7610439640606393,0.7134082481786668,0.27908620905353293,0.48014802863074885,0.3529942495732407,76919.33333333333,0.9079176634280026,0.8051687076840609,0.8534617824729782,489664.6666666667,0.19483129231593907,0.5198519713692512,76.64341621601268,36932.666666666664,95402.0,394262.6666666667,39986.666666666664
model_13,0.45,6,0.1,3,0.8,0.8066523822298782,0.7134082481786668,0.3161811844315056,0.3648237422062655,0.338764282459665,76919.33333333333,0.8977521533834832,0.8760573560130537,0.8867719962474242,489664.6666666667,0.12394264398694625,0.6351762577937344,84.33553836089028,28062.0,60690.333333333336,428974.3333333333,48857.333333333336
model_14,0.15,6,0.1,3,1.0,0.2706059472205357,0.7127825717635702,0.15260141741660682,0.9603914068028029,0.26335673362375805,76919.33333333333,0.9630713010920008,0.16225049269433922,0.2777131186325967,489664.6666666667,0.8377495073056608,0.039608593197197124,14.560065233045762,73872.66666666667,410216.3333333333,79448.33333333333,3046.6666666666665
model_14,0.2,6,0.1,3,1.0,0.38621869543321613,0.7127825717635702,0.16921813843756717,0.9006404974019006,0.2849061952532617,76919.33333333333,0.9513811519338594,0.3054103692432834,0.4623855238034717,489664.6666666667,0.6945896307567166,0.09935950259809949,27.743694374238128,69276.66666666667,340116.0,149548.66666666666,7642.666666666667
model_14,0.25,6,0.1,3,1.0,0.5042806244675694,0.7127825717635702,0.1904251295754048,0.8154733473581676,0.3087520315043517,76919.33333333333,0.9401574188696115,0.45539668679661577,0.6135834213876965,489664.6666666667,0.5446033132033841,0.18452665264183252,41.862342271107785,62725.666666666664,266673.0,222991.66666666666,14193.666666666666
model_14,0.3,6,0.1,3,1.0,0.6095206830172872,0.7127825717635702,0.21581047945785928,0.7123956729916427,0.33126754746183,76919.33333333333,0.9292468091671527,0.5933604912950549,0.724254807672934,489664.6666666667,0.4066395087049452,0.2876043270083573,55.185109357129754,54797.0,199117.0,290547.6666666667,22122.333333333332
model_14,0.35,6,0.1,3,1.0,0.6943224658656085,0.7127825717635702,0.24435176792595215,0.5981461125603984,0.3469633694057235,76919.33333333333,0.9182899776796654,0.7094303999057304,0.8004601929967095,489664.6666666667,0.29056960009426963,0.40185388743960165,66.76738724237417,46009.0,142281.66666666666,347383.0,30910.333333333332
model_14,0.4,6,0.1,3,1.0,0.7608168721084017,0.7127825717635702,0.2784845198120551,0.47886963069711785,0.3521675024694286,76919.33333333333,0.9077058236299594,0.8051067603231002,0.8533333901165538,489664.6666666667,0.19489323967689978,0.521130369302882,76.65541796685635,36834.333333333336,95432.33333333333,394232.3333333333,40085.0
model_14,0.45,6,0.1,3,1.0,0.8071324522636244,0.7127825717635702,0.31647303932521503,0.36269597268287734,0.3380108017024725,76919.33333333333,0.8975381712038817,0.8769470806962323,0.8871230865900284,489664.6666666667,0.12305291930376767,0.6373040273171227,84.44131849822797,27898.333333333332,60254.666666666664,429410.0,49021.0
model_15,0.15,6,0.1,5,0.8,0.18002743929702683,0.7133605132084601,0.14120296402164692,0.9917099317045568,0.24720765466207703,76919.33333333333,0.9758177768702604,0.05252370067670865,0.09968043062116792,489664.6666666667,0.9474762993232914,0.008290068295443199,4.651855094154912,76281.66666666667,463945.6666666667,25719.0,637.6666666666666
model_15,0.2,6,0.1,5,0.8,0.23579145663602694,0.7133605132084601,0.14809313431717683,0.9740377370092484,0.2570971041880571,76919.33333333333,0.967084683922617,0.11982349852873081,0.21322747974461329,489664.6666666667,0.8801765014712691,0.025962262990751477,10.708091533353103,74922.33333333333,430991.3333333333,58673.333333333336,1997.0
model_15,0.25,6,0.1,5,0.8,0.3127679802700629,0.7133605132084601,0.15842322656577804,0.9420041763513517,0.2712315660616675,76919.33333333333,0.9591541992249911,0.2139239500719047,0.34982418019160777,489664.6666666667,0.7860760499280953,0.05799582364864817,19.275517840249638,72458.33333333333,384913.6666666667,104751.0,4461.0
model_15,0.3,6,0.1,5,0.8,0.40302997143112645,0.7133605132084601,0.17206213746453192,0.8912323699056554,0.2884380101382902,76919.33333333333,0.9502504266421633,0.3263403382365973,0.4858313692388396,489664.6666666667,0.6736596617634026,0.10876763009434472,29.68027100424062,68553.0,329867.3333333333,159797.33333333334,8366.333333333334
model_15,0.35,6,0.1,5,0.8,0.4963353477448475,0.7133605132084601,0.1890462331350534,0.8237720818218793,0.3075198880287721,76919.33333333333,0.9414238320038315,0.44489970633570114,0.6042430781425294,489664.6666666667,0.5551002936642989,0.1762279181781207,40.842487609957224,63364.0,271813.0,217851.66666666666,13555.333333333334
model_15,0.4,6,0.1,5,0.8,0.5858195783855527,0.7133605132084601,0.20950352390465285,0.7395193243907207,0.3265079326284715,76919.33333333333,0.9320976162945956,0.5616755415317282,0.7009575776464573,489664.6666666667,0.4383244584682719,0.2604806756092793,52.07853851620707,56883.333333333336,214632.0,275032.6666666667,20036.0
model_15,0.45,6,0.1,5,0.8,0.664438106264914,0.7133605132084601,0.2332594620994708,0.6435053188040841,0.34240273607396404,76919.33333333333,0.9226234275694057,0.6677263492020392,0.774746905954983,489664.6666666667,0.33227365079796084,0.3564946811959158,62.54735985014284,49498.0,162702.66666666666,326962.0,27421.333333333332
model_16,0.15,6,0.1,5,1.0,0.179060827697217,0.7127664606488402,0.1410727909705435,0.9918356035107685,0.2470120381683126,76919.33333333333,0.9756596252872928,0.05138550658513469,0.09762767821710845,489664.6666666667,0.9486144934148654,0.008164396489231644,4.551781671679162,76291.33333333333,464503.0,25161.666666666668,628.0
model_16,0.2,6,0.1,5,1.0,0.23383234730713656,0.7127664606488402,0.14785230905137406,0.9748177736753382,0.25676118304783274,76919.33333333333,0.9674133652779032,0.11743410853461823,0.20944303548982712,489664.6666666667,0.8825658914653817,0.025182226324661872,10.491001040151739,74982.33333333333,432161.3333333333,57503.333333333336,1937.0
model_16,0.25,6,0.1,5,1.0,0.3097640126324311,0.7127664606488402,0.1579252408186399,0.942784216904803,0.27053355426986175,76919.33333333333,0.9590193586515611,0.21032557002188534,0.34499006054009973,489664.6666666667,0.7896744299781147,0.05721578309519706,18.953941516174126,72518.33333333333,386675.6666666667,102989.0,4401.0
model_16,0.3,6,0.1,5,1.0,0.3999671716815159,0.7127664606488402,0.17149856186316667,0.8926797780925483,0.2877211255310355,76919.33333333333,0.9503330938852489,0.3225690506391252,0.4816520923385441,489664.6666666667,0.6774309493608749,0.10732022190745184,29.3346911784778,68664.33333333333,331714.0,157950.66666666666,8255.0
model_16,0.35,6,0.1,5,1.0,0.4935267027189849,0.7127664606488402,0.18838142634667443,0.8253754956292975,0.3067508594008464,76919.33333333333,0.9414902610600827,0.4413979907105701,0.6010201170157703,489664.6666666667,0.5586020092894298,0.1746245043707025,40.51808734450673,63487.333333333336,273527.6666666667,216137.0,13432.0
model_16,0.4,6,0.1,5,1.0,0.5842846485840288,0.7127664606488402,0.20901379410922605,0.7406113759035295,0.32601912013010625,76919.33333333333,0.9321432558932066,0.5597279501572433,0.6994525841992271,489664.6666666667,0.44027204984275664,0.25938862409647045,51.89539415161741,56967.333333333336,215585.66666666666,274079.0,19952.0
model_16,0.45,6,0.1,5,1.0,0.6645510639199131,0.7127664606488402,0.23311065263218075,0.6423655937037327,0.3420813071497267,76919.33333333333,0.9224276630601717,0.6680360852269333,0.7748866170587138,489664.6666666667,0.3319639147730667,0.35763440629626725,62.589601306543535,49410.333333333336,162551.0,327113.6666666667,27509.0
